,,,Company Info,,,,,,,,,,,,Address,,,,Login Info,,BILLING,,,,,,,,ADMIN,,,,,,,,TECHNICAL,,,,,,,
401,306,Jagannath University,,Govt.,Educational Institute,register@jnuni.net,1411111511,71104156,Not_Found401,NID_Not_Found401,TIN_Not_Found401,TL_Not_Found401,,1,Bangladesh,Dhaka,1100,9-10 Chittranjan Aveneu Dhaka,jagannathuni,jagannathuni,Engr. Md.Ohiduzzaman,,register@jnuni.net,71104156,7113752,Dhaka,1100,9-10 Chittranjan Aveneu Dhaka,Engr. Md.Ohiduzzaman,,register@jnuni.net,71104156,,Dhaka,1100,9-10 Chittranjan Aveneu Dhaka,Md. Moniruzzaman,,nrbmoniruzzaman_bd@yahoo.com,7118206,,Dhaka,1100,9-10 Chittranjan Aveneu Dhaka
402,307,Ananda Mohan College,www.amc1908.ucow.com,Govt.,Educational Institute,,1411111512,,Not_Found402,NID_Not_Found402,TIN_Not_Found402,TL_Not_Found402,,1,Bangladesh,Mymensingh,2200,Ananda Mohan College,anandamohan,anandamohan,,,0,0,0,Mymensingh,2200,Ananda Mohan College,,,0,0,,,,Ananda Mohan College,0,,0,0,0,,,Ananda Mohan College
403,314,Bogra Polytechnic institute,,Govt.,Educational Institute,bogra_poly@yahoo.com,1411111513,5166152,Not_Found403,NID_Not_Found403,TIN_Not_Found403,TL_Not_Found403,,1,Bangladesh,Bogra,5800,Bogra Polytechnic institute,bograpolytech,bograpolytech,,,bogra_poly@yahoo.com,5166152,0,Bogra,5800,Bogra Polytechnic institute,,,bogra_poly@yahoo.com,5166152,,,1000,Bogra Polytechnic institute,0,,bogra_poly@yahoo.com,5166152,0,,,Bogra Polytechnic institute
404,327,Noakhali Ideal polytechnic institute,,Govt.,Educational Institute,nopi.68027@gmail.com,1411111514,32163211,Not_Found404,NID_Not_Found404,TIN_Not_Found404,TL_Not_Found404,,1,Bangladesh,Noakhali,3800,Uzzal pur sadar Noakhali,noakhaliideal,noakhaliideal,,,nopi.68027@gmail.com,32163211,0,Noakhali,3800,Uzzal pur sadar Noakhali,,,nopi.68027@gmail.com,32163211,,,1000,Uzzal pur sadar Noakhali,0,,nopi.68027@gmail.com,32163211,0,,,Uzzal pur sadar Noakhali
405,387,Bangladesh Agricultural Research Council,www.barc.gov.bd,Govt.,Educational Institute,md_af@barc.gov.bd,1411111515,9118226,Not_Found405,NID_Not_Found405,TIN_Not_Found405,TL_Not_Found405,,1,Bangladesh,Dhaka,1215,New Airport road Tejgaon,barc,barc,Dr.paresh Chandra Golder,,md_af@barc.gov.bd,9118226,8113032,Dhaka,1215,New Airport road Tejgaon,Dr.paresh Chandra Golder,,md_af@barc.gov.bd,9118226,0,Dhaka,1215,New Airport road Tejgaon,Dr.paresh Chandra Golder,,md_af@barc.gov.bd,9118226,8113032,Dhaka,1215,New Airport road Tejgaon
406,418,Barishal Technical School & college,,Govt.,Educational Institute,btsc95@yahoo.com,1411111516,4163702,Not_Found406,NID_Not_Found406,TIN_Not_Found406,TL_Not_Found406,,1,Bangladesh,Barishal,8200,North Alikanda,btsc,btsc,Md.Salim Mirdha,,btsc95@yahoo.com,4163702,4163702,Barishal,8200,North Alikanda,Md.Salim Mirdha,,btsc95@yahoo.com,4163702,,Barishal,8200,North Alikanda,sankar kumar saker,,sankerks007@gmail.com,4163702,4163702,Barishal,8200,North Alikanda
407,424,Patuakhali science & Technology University,www.pstu.ac.bd,Govt.,Educational Institute,resister2pstu.ac.bd,1411111517,42756008,Not_Found407,NID_Not_Found407,TIN_Not_Found407,TL_Not_Found407,,1,Bangladesh,Patuakhali,8602,Patuakhali science & Technology University,pstu,,Register,,resister2pstu.ac.bd,42756008,42756009,Patuakhali,8602,Patuakhali science & Technology University,Register,,resister2pstu.ac.bd,42756008,,Patuakhali,8602,Patuakhali science & Technology University,Md.Shahidul Islam,,shahid_islam@yahoo.com,42756008,42756009,Patuakhali,8602,Patuakhali science & Technology University
408,,"Army Headquarter (branch-GS) IT-Poridoptor, (mirpur static signal platoon)",,Govt.,Organization,unknown31@unkown.com,1411111518,028711111 ext 2230 01769012230,Not_Found408,NID_Not_Found408,TIN_Not_Found408,TL_Not_Found408,,2,Bangladesh,Dhaka,1206,"Army Headquarter (branch-GS) IT-Poridoptor, (mirpur static signal platoon), Dhaka",bdarmy,bdarmy,IT director (GS Br) army headquater,,0,028711111 ext 2230 01769012230,0,Dhaka,1206,"Army Headquarter (branch-GS) IT-Poridoptor, Dhaka -1206",IT director (GS Br) army headquarter,,0,028711111 ext 2230 01769012230,0,Dhaka,1206,"Army Headquarter (branch-GS) IT-Poridoptor, (mirpur static signal platoon), Dhaka","IT director, NOC",,0,028711111 ext 2230 01769012230,0,Dhaka,1206,"Army Headquarter (branch-GS) IT-Poridoptor, (mirpur static signal platoon), Dhaka"
409,,"Army Headquarter (branch-GS) IT-Poridoptor, (postogola cantonment)",,Govt.,Organization,unknown31@unkown.com,1411111519,028711111 ext 2230 01769012230,Not_Found409,NID_Not_Found409,TIN_Not_Found409,TL_Not_Found409,,2,Bangladesh,Dhaka,1206,"Army Headquarter (branch-GS) IT-Poridoptor, (postogola cantonment), Dhaka",bdarmy,bdarmy,IT director (GS Br) army headquater,,0,028711111 ext 2230 01769012230,0,Dhaka,1206,"Army Headquarter (branch-GS) IT-Poridoptor, Dhaka -1206",IT director (GS Br) army headquarter,,0,028711111 ext 2230 01769012230,0,Dhaka,1206,"Army Headquarter (branch-GS) IT-Poridoptor, (postogola cantonment), Dhaka","IT director, NOC",,0,028711111 ext 2230 01769012230,0,Dhaka,1206,"Army Headquarter (branch-GS) IT-Poridoptor, (postogola cantonment), Dhaka"
410,623,"Cantonment public school & college, Jalalabad cantonment, sylhet",,Military,Educational Institute,bsc_114@yahoo.com,1411111520,870317 ext 2262,Not_Found410,NID_Not_Found410,TIN_Not_Found410,TL_Not_Found410,,1,Bangladesh,Sylhet,3104,"114 brigade signal company jalalabad cantonment, sylhet",bdarmy,bdarmy,IT director (GS Br) army headquater,,bsc_114@yahoo.com,870317 ext 2262,0,Sylhet,3104,"Army Headquarter (branch-GS) IT-Poridoptor, Dhaka -1206",Capt abdullah al mamun,,bsc_114@yahoo.com,870317 ext 2262,0,Sylhet,3104,"114 brigade signal company jalalabad cantonment, sylhet",Capt abdullah al mamun,,bsc_114@yahoo.com,870317 ext 2262,0,Sylhet,3104,"114 brigade signal company jalalabad cantonment, sylhet"
411,621,Equitation school 3 signal battalion savar cantonment savar,,Govt.,Organization,humayun4190@yahoo.com,1411111521,7791100 ext 2126,Not_Found411,NID_Not_Found411,TIN_Not_Found411,TL_Not_Found411,,2,Bangladesh,Savar,,"Equitation school 3 signal battalion savar cantonment savar, Savar",bdarmy,bdarmy,IT director (GS Br) army headquater,,humayun4190@yahoo.com,7791100 ext 2126,0,Savar,0,"Army Headquarter (branch-GS) IT-Poridoptor, Dhaka -1206",Lt Col ABM Humayun kabir,,humayun4190@yahoo.com,7791100 ext 2126,0,Savar,0,"Equitation school 3 signal battalion savar cantonment savar, Savar",Lt Col ABM Humayun kabir,,humayun4190@yahoo.com,7791100 ext 2126,0,Savar,0,"Equitation school 3 signal battalion savar cantonment savar, Savar"
412,,Rajshahi cantonment IT paridaptor,,Govt.,Organization,unknown31@unkown.com,1411111522,,Not_Found412,NID_Not_Found412,TIN_Not_Found412,TL_Not_Found412,,2,Bangladesh,Rajshahi,,"BIRC-2, rajshahi cantonment IT paridaptor",bdarmy,bdarmy,IT director (GS Br) army headquater,,0,0,0,Rajshahi,0,"Army Headquarter (branch-GS) IT-Poridoptor, Dhaka -1206","BIRC-2, rajshahi cantonment IT paridaptor",,0,0,0,Rajshahi,0,"BIRC-2, rajshahi cantonment IT paridaptor","BIRC-2, rajshahi cantonment IT paridaptor",,0,0,0,Rajshahi,0,"BIRC-2, rajshahi cantonment IT paridaptor"
413,,"EME Center and school, syedpur cantonment, IT paridoptor",,Military,Educational Institute,unknown31@unkown.com,1411111523,,Not_Found413,NID_Not_Found413,TIN_Not_Found413,TL_Not_Found413,,1,Bangladesh,Syedpur,,"EME Center and school, syedpur cantonment, IT paridoptor, Syedpur",bdarmy,bdarmy,IT director (GS Br) army headquater,,0,0,0,Syedpur,0,"Army Headquarter (branch-GS) IT-Poridoptor, Dhaka -1206","EME Center and school, syedpur cantonment, IT paridoptor",,0,0,0,Syedpur,0,"EME Center and school, syedpur cantonment, IT paridoptor, Syedpur","EME Center and school, syedpur cantonment, IT paridoptor",,0,0,0,Syedpur,0,"EME Center and school, syedpur cantonment, IT paridoptor, Syedpur"
414,620,"Cantonment public school & college (2 signal battalion, comilla cantonment, comilla)",,Military,Educational Institute,2sigbn@yahoo.com,1411111524,60120 ext 2126,Not_Found414,NID_Not_Found414,TIN_Not_Found414,TL_Not_Found414,,1,Bangladesh,Comilla,,"Cantonment public school & college (2 signal battalion, comilla cantonment, comilla), Comilla",bdarmy,bdarmy,IT director (GS Br) army headquater,,2sigbn@yahoo.com,60120 ext 2126,0,Comilla,0,"Army Headquarter (branch-GS) IT-Poridoptor, Dhaka -1206",Lt Col Md. Saiful islam,,2sigbn@yahoo.com,60120 ext 2126,0,Comilla,0,"Cantonment public school & college (2 signal battalion, comilla cantonment, comilla), Comilla",Lt Col Md. Saiful islam,,2sigbn@yahoo.com,60120 ext 2126,0,Comilla,0,"Cantonment public school & college (2 signal battalion, comilla cantonment, comilla), Comilla"
415,612,"Army school and physical training and sports, dhaka cantonment,dhaka",,Military,Educational Institute,sigsdte@army.mil.bd,1411111525,8750011 ext 2342,Not_Found415,NID_Not_Found415,TIN_Not_Found415,TL_Not_Found415,,1,Bangladesh,Dhaka,,"Army school and physical training and sports, dhaka cantonment,dhaka, Dhaka",bdarmy,bdarmy,IT director (GS Br) army headquater,,sigsdte@army.mil.bd,8750011 ext 2342,0,Dhaka,0,"Army Headquarter (branch-GS) IT-Poridoptor, Dhaka -1206","Army school and physical training and sports, dhaka cantonment,dhaka",,sigsdte@army.mil.bd,8750011 ext 2342,0,Dhaka,0,"Army school and physical training and sports, dhaka cantonment,dhaka, Dhaka","Army school and physical training and sports, dhaka cantonment,dhaka",,sigsdte@army.mil.bd,8750011 ext 2342,0,Dhaka,0,"Army school and physical training and sports, dhaka cantonment,dhaka, Dhaka"
416,604,"Ordnance center and school, rajendrapur cantonment, gazipur",,Military,Educational Institute,"sigsdte.ahq.gsbr.@gmail.com , hqocands@gmail.com",1411111526,29201302,Not_Found416,NID_Not_Found416,TIN_Not_Found416,TL_Not_Found416,,1,Bangladesh,Gazipur,1742,"Ordnance center and school, rajendrapur cantonment, gazipur, Gazipur",bdarmy,bdarmy,IT director (GS Br) army headquater,,"sigsdte.ahq.gsbr.@gmail.com , hqocands@gmail.com",29201302,29201302,Gazipur,1742,"Army Headquarter (branch-GS) IT-Poridoptor, Dhaka -1206",Major MD. Zahidul kabir,,"sigsdte.ahq.gsbr.@gmail.com , hqocands@gmail.com",29201302,29201302,Gazipur,1742,"Ordnance center and school, rajendrapur cantonment, gazipur, Gazipur",Md. Mojibur rahman (warant officer),,"sigsdte.ahq.gsbr.@gmail.com , hqocands@gmail.com",1912097545,29201302,Gazipur,1742,"Ordnance center and school, rajendrapur cantonment, gazipur, Gazipur"
417,598,Signal training center & school (jessore cantonment),,Military,Training Institute,"comdt@stcs.com , ehsan4426@yahoo.com",1411111527,68675 ext 2126,Not_Found417,NID_Not_Found417,TIN_Not_Found417,TL_Not_Found417,,1,Bangladesh,jessore,,"Signal training center & school (jessore cantonment), jessore",bdarmy,bdarmy,IT director (GS Br) army headquater,,"comdt@stcs.com , ehsan4426@yahoo.com",68675 ext 2126,0,jessore,0,"Army Headquarter (branch-GS) IT-Poridoptor, Dhaka -1206","Brig Gen Kazi masudul mahamud,afwc, psc",,"comdt@stcs.com , ehsan4426@yahoo.com",73075 ext 3600,0,jessore,0,"Signal training center & school (jessore cantonment), jessore",Lft Col Md.Ehsanul Kabir psc,,"comdt@stcs.com , ehsan4426@yahoo.com",68675 ext 2126,0,jessore,0,"Signal training center & school (jessore cantonment), jessore"
418,616,"Army training and doctraine command H.Q Artdoc,momenshahi cantonment, mymenshing",,Military,Training Institute,unknown31@unkown.com,1411111528,1769208126,Not_Found418,NID_Not_Found418,TIN_Not_Found418,TL_Not_Found418,,1,Bangladesh,Mymenshing,2200,"Army training and doctraine command H.Q Artdoc,momenshahi cantonment, mymenshing, Mymenshing",bdarmy,bdarmy,IT director (GS Br) army headquater,,0,1769208126,0,Mymenshing,2200,"Army Headquarter (branch-GS) IT-Poridoptor, Dhaka -1206",Major Md. Mahbubur Rahman,,0,1769208126,0,Mymenshing,2200,"Army training and doctraine command H.Q Artdoc,momenshahi cantonment, mymenshing, Mymenshing",Major Md. Mahbubur Rahman,,0,1769208126,0,Mymenshing,2200,"Army training and doctraine command H.Q Artdoc,momenshahi cantonment, mymenshing, Mymenshing"
419,597,Bangladesh institute of peace support operation trainig(BIPSOT) (rajerdrapur cantonment gazipur),,Govt.,Organization,"info@bipsot.net , bipsot.bd@gmail.com",1411111529,9201002-3 ext 2420,Not_Found419,NID_Not_Found419,TIN_Not_Found419,TL_Not_Found419,,2,Bangladesh,Gazipur,,"Bangladesh institute of peace support operation trainig(BIPSOT) (rajerdrapur cantonment gazipur), Gazipur",bdarmy,bdarmy,IT director (GS Br) army headquater,,"info@bipsot.net , bipsot.bd@gmail.com",9201002-3 ext 2420,9201317,Gazipur,0,"Army Headquarter (branch-GS) IT-Poridoptor, Dhaka -1206",Bangladesh institute of peace support operation trainig(BIPSOT) (rajerdrapur cantonment gazipur),,"info@bipsot.net , bipsot.bd@gmail.com",9201002-3 ext 2420,9201317,Gazipur,0,"Bangladesh institute of peace support operation trainig(BIPSOT) (rajerdrapur cantonment gazipur), Gazipur",Major S.M Saiful islam ( technical officer),,"info@bipsot.net , bipsot.bd@gmail.com",9201002-3 ext 2420,9201317,Gazipur,0,"Bangladesh institute of peace support operation trainig(BIPSOT) (rajerdrapur cantonment gazipur), Gazipur"
420,624,"School of infantry and tactics jalalabad cantonment, sylhet",,Military,Educational Institute,azim5180@yahoo.com,1411111530,08212870311 ext 3588,Not_Found420,NID_Not_Found420,TIN_Not_Found420,TL_Not_Found420,,1,Bangladesh,Sylhet,3104,"GSO-2(R&D), school of infantry and tactics, jalalabad cantonment, sylhet 3104",schoolinfanty,schoolinfanty,"Major Amirul Azim,psc",,azim5180@yahoo.com,08212870311 ext 3588,0,Sylhet,3104,"GSO-2(R&D), school of infantry and tactics, jalalabad cantonment, sylhet 3104","Major Amirul Azim,psc",,azim5180@yahoo.com,08212870311 ext 3588,0,Sylhet,3104,"GSO-2(R&D), school of infantry and tactics, jalalabad cantonment, sylhet 3104","Major Amirul Azim,psc",,azim5180@yahoo.com,08212870311 ext 3588,0,Sylhet,3104,"GSO-2(R&D), school of infantry and tactics, jalalabad cantonment, sylhet 3104"
421,608,"Bandarban Cantonment , Bandarban",,govt,organization,bm627469infbde@gmail.com,1411111531,036163326 ext 2338,Not_Found421,NID_Not_Found421,TIN_Not_Found421,TL_Not_Found421,,2,Bangladesh,Bandarban,,"Brigade headquarter, 69 infantry brigade,bandarban cantonment,bandarban",bandarbancant,bandarbancant,internet club c/o:103 brigade signal company,,bdinternetclub@gmail.com,036163326 ext 2338,36162450,Bandarban,0,"Brigade headquarter, 69 infantry brigade,bandarban cantonment,bandarban","Internet club, bandarban cantonment",,bm627469infbde@gmail.com,036163326 ext 2338,36162450,Bandarban,0,"Brigade headquarter, 69 infantry brigade,bandarban cantonment,bandarban","officer commanding, Bde signa company bandarban",,bdinternetclub@gmail.com,036163326 ext 2338,36162450,Bandarban,0,"Brigade headquarter, 69 infantry brigade,bandarban cantonment,bandarban"
422,603,"Training control,C&E Sqn BAF base cxb. Cox's bazar",,Military,Training Institute,occommu@baf.mail.bd,1411111532,8753420 ext 3500,Not_Found422,NID_Not_Found422,TIN_Not_Found422,TL_Not_Found422,,1,Bangladesh,Cox's Bazar,,"Training control,C&E Sqn BAF base cxb. Cox's bazar, Cox's Bazar",trainingcontrol,trainingcontrol,Flt Lt Mcheran ali,,occommu@baf.mail.bd,34162342,0,Cox's Bazar,0,"Training control,C&E Sqn BAF base cxb. Cox's bazar, Cox's Bazar",Wg Cdr Md Abdul halim,,occommu@baf.mail.bd,8753420 ext 3500,0,Cox's Bazar,0,"Training control,C&E Sqn BAF base cxb. Cox's bazar, Cox's Bazar",Flt Lt Mcheran ali,,occommu@baf.mail.bd,8753420 ext 3500,0,Cox's Bazar,0,"Training control,C&E Sqn BAF base cxb. Cox's bazar, Cox's Bazar"
423,625,"Rajendrapur cantonment public school and college, gazipur",,Military,Educational Institute,rcpsc11@yahoo.com,1411111533,29201422,Not_Found423,NID_Not_Found423,TIN_Not_Found423,TL_Not_Found423,,1,Bangladesh,Gazipur,1742,"Rajendrapur cantonment public school and college, gazipur, Gazipur",rajendrapurcant,rajendrapurcant,Lt Col Md.Nurul alam,,rcpsc11@yahoo.com,29201422,0,Gazipur,1742,"Rajendrapur cantonment public school and college, gazipur, Gazipur",Lt Col Md.Nurul alam,,rcpsc11@yahoo.com,29201422,0,Gazipur,1742,"Rajendrapur cantonment public school and college, gazipur, Gazipur",Lt Col Md.Nurul alam,,rcpsc11@yahoo.com,29201422,0,Gazipur,1742,"Rajendrapur cantonment public school and college, gazipur, Gazipur"
424,596,Training school DGFI,,govt,Training Institute,pigeon@accesstel.net,1411111534,8753394 8752921,Not_Found424,NID_Not_Found424,TIN_Not_Found424,TL_Not_Found424,,1,Bangladesh,Dhaka,,"Training school DGFI, Dhaka",trainingschdgfi,trainingschdgfi,Major SM Mostaizur Rahman,,captimostafiz@yahoo.com,8752451,0,Dhaka,0,"Headquarter, DGFI shadinota sharoni dhaka cantonment dhaka",Md.Rafiqul hannan,,pigeon@accesstel.net,8753394 8752921,0,Dhaka,0,"Training school DGFI, Dhaka",Lt Col Gazi Md Salahuddin,,ssgazi@yahoo.com,8753394 8752921,0,Dhaka,0,"Headquarter, DGFI shadinota sharoni dhaka cantonment dhaka"
425,622,"Division signal batalion-24, infantry division, Chittagong cantonment",,MIlitary,organization,shabbir4699@yahoo.com,1411111535,1769242128,Not_Found425,NID_Not_Found425,TIN_Not_Found425,TL_Not_Found425,,2,Bangladesh,Chittagong,4220,"Division signal batalion-24, infantry division, Chittagong cantonment, Chittagong",divisionsignal,divisionsignal,"Maj Khausran Shabbir ali, psc second in command",,7sigbn@gmail.com,1769242128,2582274,Chittagong,4220,"Division signal batalion-24, infantry division, Chittagong cantonment, Chittagong","Maj Khausran Shabbir ali, psc second in command",,shabbir4699@yahoo.com,1769242128,2582274,Chittagong,4220,"Division signal batalion-24, infantry division, Chittagong cantonment, Chittagong",Golam Nabi Chowdhury,,coo@colbd.com,31714447,,Chittagong,4100,"arup bhaban,107 agrabad C/A"
426,602,"Army school of education & administration saheed salahuddin cantonment,ghatail,tangail",,Military,Educational Institute,msbah851@yahoo.com,1411111536,66200 ext 3600,Not_Found426,NID_Not_Found426,TIN_Not_Found426,TL_Not_Found426,,1,Bangladesh,Tangail,1980,"Army school of education & administration saheed salahuddin cantonment,ghatail,tangail, Tangail",armyschoolofedu,armyschoolofedu,Maj Md .Mesbahul islam,,msbah851@yahoo.com,66200 ext 3600,0,Tangail,1980,"Army school of education & administration saheed salahuddin cantonment,ghatail,tangail, Tangail",Maj Md .Mesbahul islam,,msbah851@yahoo.com,66200 ext 3600,0,Tangail,1980,"Army school of education & administration saheed salahuddin cantonment,ghatail,tangail, Tangail",Maj mohammad julfikar,,majjulfikar@gmail.com,66200 ext 3600,0,Tangail,1980,"Army school of education & administration saheed salahuddin cantonment,ghatail,tangail, Tangail"
427,808,Rajshahi Cantonment Rajshahi (BIRC-1 station headquerter rajshahi),,Military,organization,unknown31@unkown.com,1411111537,760071 ext 2736 01769132736,Not_Found427,NID_Not_Found427,TIN_Not_Found427,TL_Not_Found427,,2,Bangladesh,Rajshahi,,"Rajshahi Cantonment Rajshahi (BIRC-1 station headquerter rajshahi), Rajshahi",rajshahicant,rajshahicant,"BIRC-1, rajshahi cantonment",,0,760071 ext 2736 01769132736,0,Rajshahi,0,"Rajshahi Cantonment Rajshahi (BIRC-1 station headquerter rajshahi), Rajshahi",Major ASM Ataur rahman,,0,760071 ext 2736 01769132736,0,Rajshahi,0,"Rajshahi Cantonment Rajshahi (BIRC-1 station headquerter rajshahi), Rajshahi","BIRC-1, rajshahi cantonment",,0,760071 ext 2736 01769132736,0,Rajshahi,0,"Rajshahi Cantonment Rajshahi (BIRC-1 station headquerter rajshahi), Rajshahi"
428,619,"Cantonment boys high school (comilla cantonment, comilla)",,Military,Educational Institute,ssc_cml@yahoo.com,1411111538,1769334050,Not_Found428,NID_Not_Found428,TIN_Not_Found428,TL_Not_Found428,,1,Bangladesh,Comilla,,"Cantonment boys high school (comilla cantonment, comilla), Comilla",cantonmentboys,cantonmentboys,Md. Nurul Amin (Headmaster),,ssc_cml@yahoo.com,1769334050,62100,Comilla,0,"Cantonment boys high school (comilla cantonment, comilla), Comilla",Md. Nurul Amin (Headmaster),,ssc_cml@yahoo.com,1769334050,62100,Comilla,0,"Cantonment boys high school (comilla cantonment, comilla), Comilla",Major Afsana Rahman (officer commanding),,kpl_comilla@yahoo.com,1769334444,62100,Comilla,0,"static signal company,comilla cantonment, comilla"
429,609,"Bogura Cantonment, Bogura( Armoured corps center and school (army-1) )",,Military,Training Institute,"erams2001@gmail.com , aamamun2003@yahoo.com",1411111539,05162210 ext 3404,Not_Found429,NID_Not_Found429,TIN_Not_Found429,TL_Not_Found429,,1,Bangladesh,bogra,5801,"Bogura Cantonment, Bogura( Armoured corps center and school (army-1) ), bogra",boguracant,boguracant,Lft Col Md. Abdulla al mamun ( Commanding officer -1 signal battalion),,"erams2001@gmail.com , aamamun2003@yahoo.com",05162210 ext 3404,0,bogra,5801,"Bogura Cantonment, Bogura( Armoured corps center and school (army-1) ), bogra",Mojor Md.Sharifuzzaman,,"erams2001@gmail.com , aamamun2003@yahoo.com",05162210 ext 3404,0,bogra,5801,"Bogura Cantonment, Bogura( Armoured corps center and school (army-1) ), bogra",Major Md. Ashfaque Hossain (officer conmmanding 112 bde sig coy),,ash691@gmail.com,1726398112,0,bogra,5801,"Bogura Cantonment, Bogura( Armoured corps center and school (army-1) ), bogra"
430,605,CAS secretariat ( army headquerters dhaka cantonment),,Govt.,organization,assb@army.mil.bd,1411111540,8752004,Not_Found430,NID_Not_Found430,TIN_Not_Found430,TL_Not_Found430,,2,Bangladesh,Dhaka,,"CAS secretariat ( army headquerters dhaka cantonment), Dhaka",cassecretariat,cassecretariat,Lt Col Main ullah chowdhury ps to CAS,,assb@army.mil.bd,8752004,8754455,Dhaka,0,"CAS secretariat ( army headquerters dhaka cantonment), Dhaka",Lt Col Main ullah chowdhury ps to CAS,,assb@army.mil.bd,8752004,8754455,Dhaka,0,"CAS secretariat ( army headquerters dhaka cantonment), Dhaka",Lt Col Main ullah chowdhury ps to CAS,,assb@army.mil.bd,8752004,8754455,Dhaka,0,"CAS secretariat ( army headquerters dhaka cantonment), Dhaka"
431,614,"Engieering center school and military engineers bangladesh army, qadirabad cantonment, natore",,Military,Educational Institute,hq.ecsme@gmail.com,1411111541,1769143438,Not_Found431,NID_Not_Found431,TIN_Not_Found431,TL_Not_Found431,,1,Bangladesh,Natore,6431,"Engieering center school and military engineers bangladesh army, qadirabad cantonment, natore, Natore",engcenterschool,engcenterschool,Lt Col (bangladesh army qadirabad cantonment),,hq.ecsme@gmail.com,1769143438,0,Natore,6431,"Engieering center school and military engineers bangladesh army, qadirabad cantonment, natore, Natore",General staff officer-2 (coored),,hq.ecsme@gmail.com,1769143438,0,Natore,6431,"Engieering center school and military engineers bangladesh army, qadirabad cantonment, natore, Natore",Lt Col (bangladesh army qadirabad cantonment),,hq.ecsme@gmail.com,1769143438,0,Natore,6431,"Engieering center school and military engineers bangladesh army, qadirabad cantonment, natore, Natore"
